epoch,step,batch_loss,running_avg_loss
15,100,3.947293758392334,3.0344141733528365
15,120,3.6321563720703125,2.9810183530996652
16,0,1.8355966806411743,1.8355966806411743
16,20,4.022942543029785,2.7829321168717884
16,40,2.0867257118225098,2.806735378939931
16,60,2.345867156982422,2.6807866682771775
16,80,3.5583548545837402,2.7583601430610374
16,100,4.511926651000977,2.784936766813297
16,120,3.378448247909546,2.8619497551405724
17,0,2.902284622192383,2.902284622192383
17,20,3.4761574268341064,2.5108669939495267
17,40,2.537856340408325,2.58294162808395
17,60,2.508847951889038,2.7324685913617492
17,80,2.635702133178711,2.6740998515376337
17,100,1.9820176362991333,2.6988085508346558
17,120,2.603663206100464,2.7032574917659287
18,0,3.507474899291992,3.507474899291992
18,20,1.2610234022140503,2.5323438871474493
18,40,3.0412375926971436,2.549847120191993
18,60,4.932838439941406,2.656182021391196
18,80,2.02933931350708,2.6120532471456643
18,100,2.504633903503418,2.6308372244976534
18,120,2.807116746902466,2.6372656034044
19,0,1.5525563955307007,1.5525563955307007
19,20,1.9966166019439697,2.6359805720193044
19,40,1.9640260934829712,2.8363915449235497
19,60,1.7389020919799805,2.782669143598588
19,80,1.9946305751800537,2.77504997930409
19,100,2.7531423568725586,2.7403685822345243
19,120,1.4914721250534058,2.7421593538000564
20,0,2.7533750534057617,2.7533750534057617
20,20,3.321270704269409,2.78122577780769
20,40,1.60068941116333,2.586967096096132
20,60,4.412380218505859,2.5565666175279462
20,80,2.240489959716797,2.5485674643222196
20,100,2.3328073024749756,2.6049638774135326
20,120,4.152444362640381,2.5736958172695696
21,0,2.613621234893799,2.613621234893799
21,20,2.748753070831299,2.523906333105905
21,40,2.2805886268615723,2.5727090632043232
21,60,1.8144773244857788,2.421846755215379
21,80,1.5927640199661255,2.376293525283719
21,100,1.5380420684814453,2.3234421970820662
21,120,3.6358284950256348,2.361815047165579
22,0,2.253286361694336,2.253286361694336
22,20,1.9382970333099365,2.3837430023011708
22,40,2.5819947719573975,2.454156221413031
22,60,1.7346184253692627,2.3485286177181806
22,80,2.562831401824951,2.3040029075410633
22,100,1.6037483215332031,2.323286795380092
22,120,2.133519172668457,2.3004219847277176
23,0,2.3509719371795654,2.3509719371795654
23,20,1.4770804643630981,2.1191383259637013
23,40,5.811481475830078,2.2768496245872685
23,60,1.819819450378418,2.395495551531432
23,80,2.844823122024536,2.401116697876542
23,100,2.1753687858581543,2.371414340368592
23,120,4.007472991943359,2.398848686336486
24,0,1.6307364702224731,1.6307364702224731
24,20,1.3285255432128906,2.0883042358216786
24,40,1.4914946556091309,2.1788949762902607
24,60,1.6614525318145752,2.342504647911572
24,80,2.873300552368164,2.337875180774265
24,100,2.3911027908325195,2.3247357240997917
24,120,2.869638204574585,2.3183797184100823
25,0,1.446629524230957,1.446629524230957
25,20,1.8514751195907593,2.018999071348281
25,40,1.7810828685760498,2.092680704302904
25,60,1.7653288841247559,2.0975096733843692
25,80,1.1546764373779297,2.2076124364947094
25,100,1.7033169269561768,2.1515533918201335
25,120,1.3289008140563965,2.1898874591204747
